Clientnumber,Customer,Subscription type,Bookingsdata,Revenuetype,Description,Revenue,Percentage of total monthly revenue,Company revenue total (month),Year,Month,Lag_1,Lag_6,MA_6
22.0,8,0,2022-10-31,1,200,8953.654905,0.0159,563122.95,2022,10,8314.574916,5570.838957,7966.3684140000005
22.0,8,0,2022-11-30,1,199,8834.998611,0.0159,555660.29,2022,11,8953.654905,5643.918060000001,8498.2151725
22.0,8,0,2022-12-31,1,215,8497.030596,0.0159,534404.44,2022,12,8834.998611,8204.054811,8547.04447
22.0,8,0,2023-01-31,1,67,9128.541549,0.0159,574122.11,2023,1,8497.030596,8278.695135000002,8688.685539
22.0,8,0,2023-02-28,1,406,9334.365300000001,0.0159,587067.0,2023,2,9128.541549,8403.312657,8843.860979500001
22.0,8,0,2023-03-31,1,156,9655.450536,0.0159,607261.04,2023,3,9334.365300000001,8314.574916,9067.340249500001
22.0,8,0,2023-04-30,1,209,9972.494787000001,0.0159,627200.93,2023,4,9655.450536,8953.654905,9237.1468965
22.0,8,0,2023-05-31,1,220,10224.417249,0.0159,643045.11,2023,5,9972.494787000001,8834.998611,9468.7166695
22.0,8,0,2023-06-30,1,211,10245.887019000002,0.0159,644395.41,2023,6,10224.417249,8497.030596,9760.19274
22.0,8,0,2023-07-31,1,212,10236.429063000001,0.0159,643800.5700000001,2023,7,10245.887019000002,9128.541549,9944.840659000001
22.0,8,0,2023-08-31,1,66,10449.578261999999,0.0159,657206.1799999999,2023,8,10236.429063000001,9334.365300000001,10130.709486
22.0,8,0,2023-09-30,1,409,10790.975748,0.0159,678677.72,2023,9,10449.578261999999,9655.450536,10319.963688000002
22.0,8,0,2023-10-31,1,158,10842.697494000002,0.0159,681930.66,2023,10,10790.975748,9972.494787000001,10464.997472500001
22.0,8,0,2023-11-30,1,206,10712.740752000002,0.0159,673757.28,2023,11,10842.697494000002,10224.417249,10546.384723000001
22.0,8,0,2023-12-31,1,198,10794.560085,0.0159,678903.1499999999,2023,12,10712.740752000002,10245.887019000002,10637.830234000001
22.0,8,0,2024-01-31,1,375,11495.472948,0.0159,722985.72,2024,1,10794.560085,10236.429063000001,10847.6708815
22.0,8,0,2024-02-29,1,47,11574.072213,0.0159,727929.07,2024,2,11495.472948,10449.578261999999,11035.086540000002
22.0,8,0,2024-03-31,1,207,12086.438424000002,0.0159,760153.3600000001,2024,3,11574.072213,10790.975748,11250.996986
22.0,8,0,2024-04-30,1,61,11996.098281000002,0.0159,754471.5900000001,2024,4,12086.438424000002,10842.697494000002,11443.230450500001
22.0,8,0,2024-05-31,1,375,12397.362129000001,0.0159,779708.31,2024,5,11996.098281000002,10712.740752000002,11724.000680000003
22.0,8,0,2024-06-30,1,207,12235.191669000002,0.0159,769508.91,2024,6,12397.362129000001,10794.560085,11964.105944
22.0,8,0,2024-07-31,1,207,12778.849239000003,0.0159,803701.2100000001,2024,7,12235.191669000002,11495.472948,12178.001992500002
22.0,8,0,2024-08-31,1,61,12856.505793,0.0159,808585.27,2024,8,12778.849239000003,11574.072213,12391.740922500001
22.0,8,0,2024-09-30,1,61,13097.040516000001,0.0159,823713.24,2024,9,12856.505793,12086.438424000002,12560.174604500002
23.0,12,0,2020-01-31,1,207,12712.646496000001,0.0724,175589.04,2020,1,13097.040516000001,11996.098281000002,12679.599307000002
23.0,12,0,2020-02-29,1,207,13604.606532,0.0724,187908.93,2020,2,12712.646496000001,12397.362129000001,12880.806707500002
23.0,12,0,2020-03-31,1,207,13968.335444,0.0724,192932.81,2020,3,13604.606532,12235.191669000002,13169.664003333333
23.0,12,0,2020-04-30,1,5,13969.61982,0.0724,192950.55,2020,4,13968.335444,12778.849239000003,13368.125766833333
23.0,12,0,2020-05-31,1,14,14386.588072,0.0724,198709.78,2020,5,13969.61982,12856.505793,13623.139480000003
23.0,12,0,2020-06-30,1,78,14418.638104000001,0.0724,199152.46,2020,6,14386.588072,13097.040516000001,13843.405744666668
23.0,12,0,2020-07-31,1,75,14864.564908000002,0.0724,205311.67,2020,7,14418.638104000001,12712.646496000001,14202.058813333335
23.0,12,0,2020-08-31,1,252,15556.468540000002,0.0724,214868.35,2020,8,14864.564908000002,13604.606532,14527.369148
23.0,12,0,2020-09-30,1,129,16246.322528,0.0724,224396.72,2020,9,15556.468540000002,13968.335444,14907.033662000002
23.0,12,0,2020-10-31,1,75,16638.41776,0.0724,229812.4,2020,10,16246.322528,13969.61982,15351.83331866667
23.0,12,0,2020-11-30,1,252,16788.35454,0.0724,231883.35,2020,11,16638.41776,14386.588072,15752.127730000002
23.0,12,0,2020-12-31,1,138,17903.696088,0.0724,247288.62,2020,12,16788.35454,14418.638104000001,16332.970727333333
23.0,12,0,2021-01-31,1,76,18199.602852000004,0.0724,251375.73,2021,1,17903.696088,14864.564908000002,16888.810384666667
23.0,12,0,2021-02-28,1,252,18549.472956,0.0724,256208.19,2021,2,18199.602852000004,15556.468540000002,17387.644454
23.0,12,0,2021-03-31,1,138,18901.326096,0.0724,261068.04,2021,3,18549.472956,16246.322528,17830.14504866667
23.0,12,0,2021-04-30,1,12,19480.109796,0.0724,269062.29,2021,4,18901.326096,16638.41776,18303.760388
23.0,12,0,2021-05-31,1,423,20103.078492000004,0.0724,277666.83,2021,5,19480.109796,16788.35454,18856.21438
23.0,12,0,2021-06-30,1,155,20623.437564,0.0724,284854.11,2021,6,20103.078492000004,17903.696088,19309.504626
23.0,12,0,2021-07-31,1,75,21477.95232,0.0724,296656.8,2021,7,20623.437564,18199.602852000004,19855.896204
23.0,12,0,2021-08-31,1,252,21733.016072000002,0.0724,300179.78,2021,8,21477.95232,18549.472956,20386.486723333335
23.0,12,0,2021-09-30,1,15,22239.22384,0.0724,307171.6,2021,9,21733.016072000002,18901.326096,20942.803014
23.0,12,0,2021-10-31,1,423,23304.044668,0.0724,321879.06999999995,2021,10,22239.22384,19480.109796,21580.125492666666
23.0,12,0,2021-11-30,1,154,24261.780828,0.0724,335107.47,2021,11,23304.044668,20103.078492000004,22273.242548666665
23.0,12,0,2021-12-31,1,98,25161.843872000005,0.0724,347539.28,2021,12,24261.780828,20623.437564,23029.6436
23.0,12,0,2022-01-31,1,247,25339.097896000007,0.0724,349987.54000000004,2022,1,25161.843872000005,21477.95232,23673.16786266667
23.0,12,0,2022-02-28,1,424,25349.480056000004,0.0724,350130.94,2022,2,25339.097896000007,21733.016072000002,24275.911860000004
23.0,12,0,2022-03-31,1,154,26099.832208,0.0724,360494.92,2022,3,25349.480056000004,22239.22384,24919.346588000004
23.0,12,0,2022-04-30,1,104,25366.587452,0.0724,350367.23,2022,4,26099.832208,23304.044668,25263.10371866667
23.0,12,0,2022-05-31,1,424,25699.350160000005,0.0724,354963.4,2022,5,25366.587452,24261.780828,25502.698607333336
23.0,12,0,2022-06-30,1,145,37356.828196,0.0724,515978.29,2022,6,25699.350160000005,25161.843872000005,27535.195994666672
23.0,12,0,2022-07-31,1,335,37696.69986000001,0.0724,520672.65,2022,7,37356.828196,25339.097896000007,29594.796322
23.0,12,0,2022-08-31,1,324,38264.140652,0.0724,528510.23,2022,8,37696.69986000001,25349.480056000004,31747.239754666673
23.0,12,0,2022-09-30,1,323,37860.076976000004,0.0724,522929.24,2022,9,38264.140652,26099.832208,33707.280549333336
23.0,12,0,2022-10-31,1,325,40770.10158,0.0724,563122.95,2022,10,37860.076976000004,25366.587452,36274.53290400001
23.0,12,0,2022-11-30,1,311,40229.804996000006,0.0724,555660.29,2022,11,40770.10158,25699.350160000005,38696.27537666667
23.0,12,0,2022-12-31,1,326,38690.881456,0.0724,534404.44,2022,12,40229.804996000006,37356.828196,38918.61758666667
23.0,12,0,2023-01-31,1,396,41566.440764,0.0724,574122.11,2023,1,38690.881456,37696.69986000001,39563.574404000006
23.0,12,0,2023-02-28,1,326,42503.6508,0.0724,587067.0,2023,2,41566.440764,38264.140652,40270.159428666666
23.0,12,0,2023-03-31,1,311,43965.699296000006,0.0724,607261.04,2023,3,42503.6508,37860.076976000004,41287.76314866667
23.0,12,0,2023-04-30,1,311,45409.347332000005,0.0724,627200.93,2023,4,43965.699296000006,40770.10158,42060.970774
23.0,12,0,2023-05-31,1,326,46556.465964,0.0724,643045.11,2023,5,45409.347332000005,40229.804996000006,43115.41426866667
23.0,12,0,2023-06-30,1,311,46654.227684000005,0.0724,644395.41,2023,6,46556.465964,38690.881456,44442.63864
23.0,12,0,2023-07-31,1,311,46611.16126800001,0.0724,643800.5700000001,2023,7,46654.227684000005,41566.440764,45283.42539066667
23.0,12,0,2023-08-31,1,311,47581.727432,0.0724,657206.1799999999,2023,8,46611.16126800001,42503.6508,46129.771496
23.0,12,0,2023-09-30,1,315,49136.266928000005,0.0724,678677.72,2023,9,47581.727432,43965.699296000006,46991.532768000005
23.0,12,0,2023-10-31,1,329,49371.779784000006,0.0724,681930.66,2023,10,49136.266928000005,45409.347332000005,47651.93817666668
23.0,12,0,2023-11-30,1,330,48780.027072000004,0.0724,673757.28,2023,11,49371.779784000006,46556.465964,48022.53169466668
23.0,12,0,2023-12-31,1,321,49152.588059999995,0.0724,678903.1499999999,2023,12,48780.027072000004,46654.227684000005,48438.925090666664
23.0,12,0,2024-01-31,1,316,52344.166128000004,0.0724,722985.72,2024,1,49152.588059999995,46611.16126800001,49394.42590066666
23.0,12,0,2024-02-29,1,328,52702.064668,0.0724,727929.07,2024,2,52344.166128000004,47581.727432,50247.815440000006
23.0,12,0,2024-03-31,1,320,55035.10326400001,0.0724,760153.3600000001,2024,3,52702.064668,49136.266928000005,51230.95482933334
23.0,12,0,2024-04-30,1,317,54623.74311600001,0.0724,754471.5900000001,2024,4,55035.10326400001,49371.779784000006,52106.28205133334
23.0,12,0,2024-05-31,1,319,56450.88164400001,0.0724,779708.31,2024,5,54623.74311600001,48780.027072000004,53384.75781333334
23.0,12,0,2024-06-30,1,326,55712.445084000006,0.0724,769508.91,2024,6,56450.88164400001,49152.588059999995,54478.06731733334
23.0,12,0,2024-07-31,1,311,58187.96760400001,0.0724,803701.2100000001,2024,7,55712.445084000006,52344.166128000004,55452.03423000001
23.0,12,0,2024-08-31,1,327,58541.57354800001,0.0724,808585.27,2024,8,58187.96760400001,52702.064668,56425.285710000004
23.0,12,0,2024-09-30,1,314,59636.838576,0.0724,823713.24,2024,9,58541.57354800001,55035.10326400001,57192.24159533333
24.0,5,0,2020-01-31,1,311,6092.939688,0.0347,175589.04,2020,1,59636.838576,54623.74311600001,49103.774357333336
24.0,5,0,2020-02-29,1,311,6520.4398710000005,0.0347,187908.93,2020,2,6092.939688,56450.88164400001,40782.034061833336
24.0,5,0,2020-03-31,1,311,6694.768507000001,0.0347,192932.81,2020,3,6520.4398710000005,55712.445084000006,32612.421299000005
24.0,5,0,2020-04-30,1,311,6695.384085,0.0347,192950.55,2020,4,6694.768507000001,58187.96760400001,24030.324045833335
24.0,5,0,2020-05-31,1,397,6895.2293660000005,0.0347,198709.78,2020,5,6695.384085,58541.57354800001,15422.6000155
24.0,5,0,2020-06-30,1,341,6910.590362,0.0347,199152.46,2020,6,6895.2293660000005,59636.838576,6634.891979833334
24.0,5,0,2020-07-31,1,341,7124.3149490000005,0.0347,205311.67,2020,7,6910.590362,6092.939688,6806.787856666667
24.0,5,0,2020-08-31,1,334,7455.931745000001,0.0347,214868.35,2020,8,7124.3149490000005,6520.4398710000005,6962.703169
24.0,5,0,2020-09-30,1,341,7786.566184,0.0347,224396.72,2020,9,7455.931745000001,6694.768507000001,7144.669448500001
24.0,5,0,2020-10-31,1,311,7974.49028,0.0347,229812.4,2020,10,7786.566184,6695.384085,7357.853814333334
24.0,5,0,2020-11-30,1,318,8046.352245000001,0.0347,231883.35,2020,11,7974.49028,6895.2293660000005,7549.707627500001
24.0,5,0,2020-12-31,1,322,8580.915114,0.0347,247288.62,2020,12,8046.352245000001,6910.590362,7828.095086166667
24.0,5,0,2021-01-31,1,326,8722.737831,0.0347,251375.73,2021,1,8580.915114,7124.3149490000005,8094.498899833333
24.0,5,0,2021-02-28,1,341,8890.424193,0.0347,256208.19,2021,2,8722.737831,7455.931745000001,8333.5809745
24.0,5,0,2021-03-31,1,341,9059.060988000001,0.0347,261068.04,2021,3,8890.424193,7786.566184,8545.663441833332
24.0,5,0,2021-04-30,1,341,9336.461463,0.0347,269062.29,2021,4,9059.060988000001,7974.49028,8772.658639
24.0,5,0,2021-05-31,1,311,9635.039001000001,0.0347,277666.83,2021,5,9336.461463,8046.352245000001,9037.439765000001
24.0,5,0,2021-06-30,1,310,9884.437617,0.0347,284854.11,2021,6,9635.039001000001,8580.915114,9254.693515500001
24.0,5,0,2021-07-31,1,341,10293.990960000001,0.0347,296656.8,2021,7,9884.437617,8722.737831,9516.569037
24.0,5,0,2021-08-31,1,311,10416.238366000001,0.0347,300179.78,2021,8,10293.990960000001,8890.424193,9770.871399166666
24.0,5,0,2021-09-30,1,396,10658.854519999999,0.0347,307171.6,2021,9,10416.238366000001,9059.060988000001,10037.5036545
24.0,5,0,2021-10-31,1,313,11169.203728999999,0.0347,321879.06999999995,2021,10,10658.854519999999,9336.461463,10342.960698833334
24.0,5,0,2021-11-30,1,341,11628.229209,0.0347,335107.47,2021,11,11169.203728999999,9635.039001000001,10675.159066833332
24.0,5,0,2021-12-31,1,312,12059.613016000001,0.0347,347539.28,2021,12,11628.229209,9884.437617,11037.6883
24.0,5,0,2022-01-31,1,341,12144.567638000002,0.0347,349987.54000000004,2022,1,12059.613016000001,10293.990960000001,11346.117746333335
24.0,5,0,2022-02-28,1,420,12149.543618000002,0.0347,350130.94,2022,2,12144.567638000002,10416.238366000001,11635.001955
24.0,5,0,2022-03-31,1,419,12509.173724,0.0347,360494.92,2022,3,12149.543618000002,10658.854519999999,11943.388488999999
24.0,5,0,2022-04-30,1,422,12157.742881,0.0347,350367.23,2022,4,12509.173724,11169.203728999999,12108.145014333335
24.0,5,0,2022-05-31,1,421,12317.229980000002,0.0347,354963.4,2022,5,12157.742881,11628.229209,12222.978476166667
24.0,5,0,2022-06-30,1,421,17904.446663,0.0347,515978.29,2022,6,12317.229980000002,12059.613016000001,13197.117417333335
24.0,5,0,2022-07-31,1,103,18067.340955000003,0.0347,520672.65,2022,7,17904.446663,12144.567638000002,14184.246303500002
24.0,5,0,2022-08-31,1,252,18339.304981,0.0347,528510.23,2022,8,18067.340955000003,12149.543618000002,15215.873197333334
24.0,5,0,2022-09-30,1,266,18145.644628000002,0.0347,522929.24,2022,9,18339.304981,12509.173724,16155.28501466667
24.0,5,0,2022-10-31,1,392,19540.366364999998,0.0347,563122.95,2022,10,18145.644628000002,12157.742881,17385.722262
24.0,5,0,2022-11-30,1,393,19281.412063000003,0.0347,555660.29,2022,11,19540.366364999998,12317.229980000002,18546.419275833334
24.0,5,0,2022-12-31,1,44,18543.834068,0.0347,534404.44,2022,12,19281.412063000003,17904.446663,18652.983843333335
24.0,5,0,2023-01-31,1,45,19922.037217,0.0347,574122.11,2023,1,18543.834068,18067.340955000003,18962.099887
24.0,5,0,2023-02-28,1,143,20371.2249,0.0347,587067.0,2023,2,19922.037217,18339.304981,19300.753206833335
24.0,5,0,2023-03-31,1,69,21071.958088000003,0.0347,607261.04,2023,3,20371.2249,18145.644628000002,19788.472116833334
24.0,5,0,2023-04-30,1,379,21763.872271000004,0.0347,627200.93,2023,4,21071.958088000003,19540.366364999998,20159.056434500002
24.0,5,0,2023-05-31,1,271,22313.665317,0.0347,643045.11,2023,5,21763.872271000004,19281.412063000003,20664.431976833333
24.0,5,0,2023-06-30,1,415,22360.520727000003,0.0347,644395.41,2023,6,22313.665317,18543.834068,21300.546420000002
24.0,5,0,2023-07-31,1,414,22339.879779000003,0.0347,643800.5700000001,2023,7,22360.520727000003,19922.037217,21703.520180333337
24.0,5,0,2023-08-31,1,70,22805.054446,0.0347,657206.1799999999,2023,8,22339.879779000003,20371.2249,22109.158438000002
24.0,5,0,2023-09-30,1,71,23550.116884,0.0347,678677.72,2023,9,22805.054446,21071.958088000003,22522.184903999998
24.0,5,0,2023-10-31,1,416,23662.993902000002,0.0347,681930.66,2023,10,23550.116884,21763.872271000004,22838.705175833336
24.0,5,0,2023-11-30,1,416,23379.377616,0.0347,673757.28,2023,11,23662.993902000002,22313.665317,23016.323892333337
24.0,5,0,2023-12-31,1,417,23557.939304999996,0.0347,678903.1499999999,2023,12,23379.377616,22360.520727000003,23215.893655333333
24.0,5,0,2024-01-31,1,417,25087.604484,0.0347,722985.72,2024,1,23557.939304999996,22339.879779000003,23673.847772833335
24.0,5,0,2024-02-29,1,418,25259.138729,0.0347,727929.07,2024,2,25087.604484,22805.054446,24082.861820000002
24.0,5,0,2024-03-31,1,418,26377.321592000004,0.0347,760153.3600000001,2024,3,25259.138729,23550.116884,24554.06260466667
24.0,5,0,2024-04-30,1,16,26180.164173000005,0.0347,754471.5900000001,2024,4,26377.321592000004,23662.993902000002,24973.59098316667
24.0,5,0,2024-05-31,1,272,27055.878357000005,0.0347,779708.31,2024,5,26180.164173000005,23379.377616,25586.34110666667
24.0,5,0,2024-06-30,1,361,26701.959177,0.0347,769508.91,2024,6,27055.878357000005,23557.939304999996,26110.34441866667
24.0,5,0,2024-07-31,1,360,27888.431987000004,0.0347,803701.2100000001,2024,7,26701.959177,25087.604484,26577.149002500006
24.0,5,0,2024-08-31,1,337,28057.908869000003,0.0347,808585.27,2024,8,27888.431987000004,25259.138729,27043.610692500006
24.0,5,0,2024-09-30,1,336,28582.849428,0.0347,823713.24,2024,9,28057.908869000003,26377.321592000004,27411.19866516667
25.0,11,0,2020-01-31,1,197,3792.723264,0.0216,175589.04,2020,1,28582.849428,26180.164173000005,23679.958513666672
25.0,11,0,2020-02-29,1,252,4058.832888,0.0216,187908.93,2020,2,3792.723264,27055.878357000005,19847.11760216667
25.0,11,0,2020-03-31,1,236,4167.348696,0.0216,192932.81,2020,3,4058.832888,26701.959177,16091.349188666669
25.0,11,0,2020-04-30,1,386,4167.73188,0.0216,192950.55,2020,4,4167.348696,27888.431987000004,12137.899170833334
25.0,11,0,2020-05-31,1,380,4292.131248000001,0.0216,198709.78,2020,5,4167.73188,28057.908869000003,8176.936234000001
25.0,11,0,2020-06-30,1,271,4301.693136,0.0216,199152.46,2020,6,4292.131248000001,28582.849428,4130.076852
25.0,11,0,2020-07-31,1,267,4434.732072000001,0.0216,205311.67,2020,7,4301.693136,3792.723264,4237.0783200000005
25.0,11,0,2020-08-31,1,229,4641.15636,0.0216,214868.35,2020,8,4434.732072000001,4058.832888,4334.132232
25.0,11,0,2020-09-30,1,230,4846.969152000001,0.0216,224396.72,2020,9,4641.15636,4167.348696,4447.402308
25.0,11,0,2020-10-31,1,194,4963.94784,0.0216,229812.4,2020,10,4846.969152000001,4167.73188,4580.104968000001
25.0,11,0,2020-11-30,1,66,5008.68036,0.0216,231883.35,2020,11,4963.94784,4292.131248000001,4699.52982
25.0,11,0,2020-12-31,1,66,5341.434192000001,0.0216,247288.62,2020,12,5008.68036,4301.693136,4872.819996
25.0,11,0,2021-01-31,1,66,5429.715768000001,0.0216,251375.73,2021,1,5341.434192000001,4434.732072000001,5038.650612
25.0,11,0,2021-02-28,1,79,5534.096904,0.0216,256208.19,2021,2,5429.715768000001,4641.15636,5187.4740360000005
25.0,11,0,2021-03-31,1,79,5639.069664000001,0.0216,261068.04,2021,3,5534.096904,4846.969152000001,5319.490788
25.0,11,0,2021-04-30,1,79,5811.745464,0.0216,269062.29,2021,4,5639.069664000001,4963.94784,5460.790392
25.0,11,0,2021-05-31,1,157,5997.603528000001,0.0216,277666.83,2021,5,5811.745464,5008.68036,5625.61092
25.0,11,0,2021-06-30,1,157,6152.848776,0.0216,284854.11,2021,6,5997.603528000001,5341.434192000001,5760.846684
25.0,11,0,2021-07-31,1,157,6407.78688,0.0216,296656.8,2021,7,6152.848776,5429.715768000001,5923.858536
25.0,11,0,2021-08-31,1,309,6483.883248000001,0.0216,300179.78,2021,8,6407.78688,5534.096904,6082.156260000001
25.0,11,0,2021-09-30,1,160,6634.906559999999,0.0216,307171.6,2021,9,6483.883248000001,5639.069664000001,6248.129076
25.0,11,0,2021-10-31,1,260,6952.587911999999,0.0216,321879.06999999995,2021,10,6634.906559999999,5811.745464,6438.269484
25.0,11,0,2021-11-30,1,102,7238.321352,0.0216,335107.47,2021,11,6952.587911999999,5997.603528000001,6645.055788000001
25.0,11,0,2021-12-31,1,87,7506.848448000001,0.0216,347539.28,2021,12,7238.321352,6152.848776,6870.7224
25.0,11,0,2022-01-31,1,207,7559.730864000001,0.0216,349987.54000000004,2022,1,7506.848448000001,6407.78688,7062.7130640000005
25.0,11,0,2022-02-28,1,175,7562.828304000001,0.0216,350130.94,2022,2,7559.730864000001,6483.883248000001,7242.537240000001
25.0,11,0,2022-03-31,1,222,7786.690272,0.0216,360494.92,2022,3,7562.828304000001,6634.906559999999,7434.501192000001
25.0,11,0,2022-04-30,1,102,7567.932168,0.0216,350367.23,2022,4,7786.690272,6952.587911999999,7537.058568
25.0,11,0,2022-05-31,1,221,7667.2094400000005,0.0216,354963.4,2022,5,7567.932168,7238.321352,7608.539916000001
25.0,11,0,2022-06-30,1,303,11145.131064,0.0216,515978.29,2022,6,7667.2094400000005,7506.848448000001,8214.920352000001
25.0,11,0,2022-07-31,1,160,11246.529240000002,0.0216,520672.65,2022,7,11145.131064,7559.730864000001,8829.386747999999
25.0,11,0,2022-08-31,1,218,11415.820968,0.0216,528510.23,2022,8,11246.529240000002,7562.828304000001,9471.552192000001
25.0,11,0,2022-09-30,1,252,11295.271584,0.0216,522929.24,2022,9,11415.820968,7786.690272,10056.315744
25.0,11,0,2022-10-31,1,85,12163.45572,0.0216,563122.95,2022,10,11295.271584,7567.932168,10822.236336
25.0,11,0,2022-11-30,1,190,12002.262264,0.0216,555660.29,2022,11,12163.45572,7667.2094400000005,11544.745139999999
25.0,11,0,2022-12-31,1,66,11543.135903999999,0.0216,534404.44,2022,12,12002.262264,11145.131064,11611.07928
25.0,11,0,2023-01-31,1,79,12401.037576,0.0216,574122.11,2023,1,11543.135903999999,11246.529240000002,11803.497336
25.0,11,0,2023-02-28,1,406,12680.647200000001,0.0216,587067.0,2023,2,12401.037576,11415.820968,12014.301708
25.0,11,0,2023-03-31,1,411,13116.838464000002,0.0216,607261.04,2023,3,12680.647200000001,11295.271584,12317.896188
25.0,11,0,2023-04-30,1,170,13547.540088000002,0.0216,627200.93,2023,4,13116.838464000002,12163.45572,12548.576916
25.0,11,0,2023-05-31,1,178,13889.774376000001,0.0216,643045.11,2023,5,13547.540088000002,12002.262264,12863.162268
25.0,11,0,2023-06-30,1,128,13918.940856000001,0.0216,644395.41,2023,6,13889.774376000001,11543.135903999999,13259.129760000002
25.0,11,0,2023-07-31,1,304,13906.092312000002,0.0216,643800.5700000001,2023,7,13918.940856000001,12401.037576,13509.972216000002
25.0,11,0,2023-08-31,1,183,14195.653488,0.0216,657206.1799999999,2023,8,13906.092312000002,12680.647200000001,13762.473264
25.0,11,0,2023-09-30,1,258,14659.438752,0.0216,678677.72,2023,9,14195.653488,13116.838464000002,14019.573312
25.0,11,0,2023-10-31,1,88,14729.702256000002,0.0216,681930.66,2023,10,14659.438752,13547.540088000002,14216.600340000003
25.0,11,0,2023-11-30,1,187,14553.157248000001,0.0216,673757.28,2023,11,14729.702256000002,13889.774376000001,14327.164152000003
25.0,11,0,2023-12-31,1,204,14664.308039999998,0.0216,678903.1499999999,2023,12,14553.157248000001,13918.940856000001,14451.392016
25.0,11,0,2024-01-31,1,217,15616.491552,0.0216,722985.72,2024,1,14664.308039999998,13906.092312000002,14736.458556
25.0,11,0,2024-02-29,1,221,15723.267912,0.0216,727929.07,2024,2,15616.491552,14195.653488,14991.06096
25.0,11,0,2024-03-31,1,105,16419.312576000004,0.0216,760153.3600000001,2024,3,15723.267912,14659.438752,15284.373264
25.0,11,0,2024-04-30,1,307,16296.586344000003,0.0216,754471.5900000001,2024,4,16419.312576000004,14729.702256000002,15545.520612
25.0,11,0,2024-05-31,1,146,16841.699496,0.0216,779708.31,2024,5,16296.586344000003,14553.157248000001,15926.94432
25.0,11,0,2024-06-30,1,210,16621.392456,0.0216,769508.91,2024,6,16841.699496,14664.308039999998,16253.125056000003
25.0,11,0,2024-07-31,1,355,17359.946136000002,0.0216,803701.2100000001,2024,7,16621.392456,15616.491552,16543.700820000002
25.0,11,0,2024-08-31,1,248,17465.441832,0.0216,808585.27,2024,8,17359.946136000002,15723.267912,16834.063140000002
25.0,11,0,2024-09-30,1,85,17792.205984,0.0216,823713.24,2024,9,17465.441832,16419.312576000004,17062.878708000004
26.0,22,0,2020-01-31,1,186,3301.073952,0.0188,175589.04,2020,1,17792.205984,16296.586344000003,14896.959976
26.0,22,0,2020-02-29,1,218,3532.687884,0.0188,187908.93,2020,2,3301.073952,16841.699496,12678.791374
26.0,22,0,2020-03-31,1,223,3627.136828,0.0188,192932.81,2020,3,3532.687884,16621.392456,10513.082102666667
26.0,22,0,2020-04-30,1,255,3627.47034,0.0188,192950.55,2020,4,3627.136828,17359.946136000002,8224.336136666667
26.0,22,0,2020-05-31,1,85,3735.743864,0.0188,198709.78,2020,5,3627.47034,17465.441832,5936.053142
26.0,22,0,2020-06-30,1,218,3744.066248,0.0188,199152.46,2020,6,3735.743864,17792.205984,3594.696519333333
26.0,22,0,2020-07-31,1,259,3859.8593960000003,0.0188,205311.67,2020,7,3744.066248,3301.073952,3687.8274266666667
26.0,22,0,2020-08-31,1,107,4039.52498,0.0188,214868.35,2020,8,3859.8593960000003,3532.687884,3772.300276
26.0,22,0,2020-09-30,1,308,4218.658336,0.0188,224396.72,2020,9,4039.52498,3627.136828,3870.8871940000004
26.0,22,0,2020-10-31,1,149,4320.47312,0.0188,229812.4,2020,10,4218.658336,3627.47034,3986.387657333333
26.0,22,0,2020-11-30,1,213,4359.406980000001,0.0188,231883.35,2020,11,4320.47312,3735.743864,4090.33151
26.0,22,0,2020-12-31,1,201,4649.026056,0.0188,247288.62,2020,12,4359.406980000001,3744.066248,4241.158144666667
26.0,22,0,2021-01-31,1,254,4725.863724000001,0.0188,251375.73,2021,1,4649.026056,3859.8593960000003,4385.492199333334
26.0,22,0,2021-02-28,1,86,4816.7139720000005,0.0188,256208.19,2021,2,4725.863724000001,4039.52498,4515.023698
26.0,22,0,2021-03-31,1,219,4908.079152,0.0188,261068.04,2021,3,4816.7139720000005,4218.658336,4629.927167333334
26.0,22,0,2021-04-30,1,188,5058.3710519999995,0.0188,269062.29,2021,4,4908.079152,4320.47312,4752.910156000001
26.0,22,0,2021-05-31,1,252,5220.136404000001,0.0188,277666.83,2021,5,5058.3710519999995,4359.406980000001,4896.365060000001
26.0,22,0,2021-06-30,1,85,5355.257268,0.0188,284854.11,2021,6,5220.136404000001,4649.026056,5014.070262
26.0,22,0,2021-07-31,1,218,5577.14784,0.0188,296656.8,2021,7,5355.257268,4725.863724000001,5155.950948000001
26.0,22,0,2021-08-31,1,173,5643.379864,0.0188,300179.78,2021,8,5577.14784,4816.7139720000005,5293.728596666667
26.0,22,0,2021-09-30,1,240,5774.82608,0.0188,307171.6,2021,9,5643.379864,4908.079152,5438.186418
26.0,22,0,2021-10-31,1,241,6051.326515999999,0.0188,321879.06999999995,2021,10,5774.82608,5058.3710519999995,5603.678995333333
26.0,22,0,2021-11-30,1,252,6300.020436,0.0188,335107.47,2021,11,6051.326515999999,5220.136404000001,5783.659667333333
26.0,22,0,2021-12-31,1,85,6533.738464000001,0.0188,347539.28,2021,12,6300.020436,5355.257268,5980.0732
26.0,22,0,2022-01-31,1,218,6579.765752000001,0.0188,349987.54000000004,2022,1,6533.738464000001,5577.14784,6147.176185333334
26.0,22,0,2022-02-28,1,172,6582.461672,0.0188,350130.94,2022,2,6579.765752000001,5643.379864,6303.68982
